age,gender,service_branch,rank,MOS,years_of_service,marital_status,dependents,education_level,months_until_contract_end,total_training_hours,specialized_courses_completed,training_score_average,certifications_held,days_since_last_training,skills_current,training_budget_spent,health_index,physical_fitness_score,medical_restrictions,days_on_medical_leave,mental_health_status,wellness_program_participation,annual_leave_taken,emergency_leave_incidents,unauthorized_absences,leave_balance,leave_to_service_ratio,total_deployments,months_deployed_last_3yrs,deployment_type,months_since_last_deployment,mission_performance_rating,combat_exposure_level,performance_review_score,commendations,disciplinary_actions,leadership_potential_score,promotion_eligible,peer_rating_score,civilian_job_offers,financial_stress_indicator,family_support_score,relocation_willingness,attrition_risk,readiness_score,training_recency_score,deployment_recency_score,contract_pressure,contract_urgency_score,time_in_rank_estimate,training_gap,training_hours_per_year_service,health_performance_index,leave_to_deployment_ratio,skill_decay_factor,fitness_to_age_ratio,deployments_per_year,commendations_to_discipline_ratio,training_efficiency,leave_utilization_rate,deployment_load,unit_avg_readiness,relative_readiness,branch_attrition_rate,mos_retention_rate,peer_group_performance,performance_trajectory,rank_avg_health,wellness_red_flag,high_stress_indicator,deployment_fatigue,low_engagement,career_stagnation,retention_risk_composite
33,Male,Army,NCO,Aviation,15,Married,5,High School,25,1194,6,89.2,6,391,False,9177,100.0,80.7,True,73.0,Excellent,True,27,1.0,0,3,1.8,6,15,Combat,34,3,Low,69.5,0,0,30.1,False,60.5,0.0,High,86.6,High,LOW_RISK,70.7,0.11392417058458493,0.05881647164242988,0,0.4791666666666667,10,1,79.6,69.5,1.8,0.0,2.4454545454545453,0.4,0.0,535.2,0.9,0.08333333333333333,70.88181818181819,-0.18181818181818699,0.06393442622950819,0.9666666666666667,82.27122302158274,Below Average,84.65279329608938,1,1,0,1,1,5
36,Male,Army,Officer,Engineer,12,Single,5,High School,35,923,7,77.0,4,392,False,17142,89.2,62.0,False,8.0,Good,False,27,0.0,0,3,2.25,5,17,Domestic,33,4,Low,91.2,9,0,74.0,True,86.0,0.0,High,77.9,Low,LOW_RISK,65.3,0.11329301336363026,0.06392786120670757,0,0.2708333333333333,2,1,76.91666666666667,81.35040000000001,1.588235294117647,0.0,1.7222222222222223,0.4166666666666667,9.0,539.0,0.9,0.11805555555555555,73.88333333333334,-8.583333333333343,0.06393442622950819,0.9482758620689655,83.75909090909092,Above Average,82.6136690647482,0,1,0,0,0,2
27,Female,Air Force,Junior,Human Resources,0,Married,3,Associate,25,391,0,82.3,3,328,True,0,87.1,52.7,True,9.0,Good,False,16,1.0,0,14,16.0,1,22,Domestic,32,3,Low,85.8,6,0,54.1,False,95.7,0.0,High,100.0,Low,LOW_RISK,67.5,0.161666093476987,0.06948345122280154,0,0.4791666666666667,0,0,391.0,74.73179999999999,0.7272727272727273,0.161666093476987,1.951851851851852,1.0,6.0,0.0,0.5333333333333333,1.8333333333333333,66.66285714285713,0.8371428571428652,0.08021390374331551,0.9577464788732395,82.14514106583071,Average,87.2337972166998,0,1,0,0,0,2
20,Female,Navy,Junior,Artillery,6,Single,2,Bachelor,8,422,1,84.4,1,215,True,0,100.0,78.5,False,8.0,Concern,True,13,0.0,1,17,2.17,1,30,Domestic,20,3,Low,69.2,1,0,46.3,False,51.4,0.0,High,51.9,Medium,MEDIUM_RISK,64.4,0.30287216976780246,0.18887560283756183,1,0.8333333333333334,6,0,70.33333333333333,69.2,0.43333333333333335,0.30287216976780246,3.925,0.16666666666666666,1.0,84.4,0.43333333333333335,0.4166666666666667,68.22666666666666,-3.826666666666654,0.04433497536945813,0.9014084507042254,81.27435897435898,Below Average,87.2337972166998,1,1,1,1,1,9
22,Male,Army,Junior,Infantry,5,Single,0,Bachelor,42,324,5,76.8,3,367,False,6744,75.5,55.6,False,8.0,Concern,False,15,0.0,0,15,3.0,1,22,Domestic,3,5,Low,78.3,0,0,43.5,True,83.2,0.0,Low,44.3,High,LOW_RISK,51.1,0.13017326751821864,0.7788007830714049,0,0.125,5,1,64.8,59.116499999999995,0.6818181818181818,0.0,2.5272727272727273,0.2,0.0,384.0,0.5,0.36666666666666664,68.40322580645162,-17.303225806451614,0.06393442622950819,0.9142857142857143,82.14514106583071,Average,87.2337972166998,1,1,0,0,0,4
21,Male,Navy,Junior,Cyber Operations,7,Single,2,High School,15,584,5,71.7,3,82,True,6646,97.8,100.0,False,24.0,Good,False,18,0.0,0,12,2.57,3,27,Combat,4,1,Low,99.5,7,0,66.0,True,81.45,0.0,Medium,100.0,High,MEDIUM_RISK,92.1,0.634095594745432,0.7165313105737893,0,0.6875,7,0,83.42857142857143,97.311,0.6666666666666666,0.634095594745432,4.761904761904762,0.42857142857142855,7.0,358.5,0.6,0.32142857142857145,70.29583333333333,21.80416666666666,0.04433497536945813,0.935064935064935,81.27435897435898,Above Average,87.2337972166998,0,0,1,0,0,1
33,Female,Navy,NCO,Logistics,14,Divorced,3,Associate,27,981,3,73.4,1,76,True,3995,83.1,79.5,False,13.0,Good,True,19,2.0,0,11,1.36,4,29,International,17,3,Low,80.0,4,0,38.4,True,81.45,0.0,High,75.2,Low,LOW_RISK,75.5,0.6555883369077856,0.2425210746356487,0,0.4375,9,0,70.07142857142857,66.48,0.6551724137931034,0.6555883369077856,2.409090909090909,0.2857142857142857,4.0,220.20000000000002,0.6333333333333333,0.17261904761904762,75.05789473684212,0.44210526315788456,0.04433497536945813,0.9672131147540983,82.27122302158274,Average,84.65279329608938,0,1,1,0,0,3
19,Female,Army,Junior,Engineer,4,Divorced,3,High School,47,342,5,84.1,2,527,False,11643,85.1,49.4,False,13.0,Fair,True,13,0.0,0,17,3.25,3,32,Domestic,17,4,Low,74.4,4,0,64.8,False,71.7,0.0,High,70.4,High,LOW_RISK,56.2,0.05351583017221974,0.2425210746356487,0,0.020833333333333332,4,1,85.5,63.314400000000006,0.40625,0.0,2.6,0.75,4.0,420.5,0.43333333333333335,0.6666666666666666,71.08275862068966,-14.882758620689657,0.06393442622950819,0.9482758620689655,82.14514106583071,Below Average,87.2337972166998,0,1,1,0,0,3
39,Male,Air Force,NCO,Military Police,8,Married,1,Master,31,1114,9,77.6,6,503,False,22864,89.8,87.6,False,14.0,Fair,False,1,0.0,0,29,0.12,3,22,Domestic,19,2,Low,68.4,2,0,34.8,False,84.6,0.0,Low,70.4,Low,LOW_RISK,78.1,0.061148836473605465,0.20528965757990927,0,0.3541666666666667,3,1,139.25,61.42320000000001,0.045454545454545456,0.0,2.246153846153846,0.375,2.0,698.4,0.03333333333333333,0.22916666666666666,73.65185185185184,4.4481481481481495,0.08021390374331551,0.9696969696969697,81.72773722627738,Below Average,84.65279329608938,0,0,0,1,0,1
27,Male,Army,NCO,Intelligence,11,Married,3,Bachelor,43,940,2,77.5,2,479,False,6378,83.2,63.1,False,7.0,Good,True,11,0.0,0,19,1.0,4,3,Domestic,4,3,Low,67.3,1,0,44.5,False,50.1,0.0,High,60.2,Medium,LOW_RISK,66.9,0.0698705446601997,0.7165313105737893,0,0.10416666666666667,6,1,85.45454545454545,55.993599999999994,3.6666666666666665,0.0,2.337037037037037,0.36363636363636365,1.0,155.0,0.36666666666666664,0.022727272727272728,70.73809523809524,-3.838095238095235,0.06393442622950819,0.90625,82.27122302158274,Below Average,84.65279329608938,0,1,0,1,1,3
37,Female,Army,NCO,Signal,16,Divorced,1,High School,40,1333,5,86.0,3,372,False,13849,86.1,81.2,False,17.0,Excellent,False,4,0.0,0,26,0.25,4,26,Combat,29,4,High,87.1,2,0,46.7,True,74.9,0.0,Medium,72.7,Medium,LOW_RISK,65.2,0.12660710278908355,0.08921851740926011,0,0.16666666666666666,11,1,83.3125,74.99309999999998,0.15384615384615385,0.0,2.194594594594595,0.25,2.0,430.0,0.13333333333333333,0.13541666666666666,73.964,-8.763999999999996,0.06393442622950819,0.9154929577464789,81.10185185185185,Above Average,84.65279329608938,0,0,1,0,0,1
19,Female,Navy,Junior,Engineer,0,Divorced,5,Bachelor,43,0,1,90.2,1,265,True,667,88.7,88.0,False,18.0,Excellent,False,20,0.0,0,10,20.0,0,0,Domestic,999,3,Low,75.3,4,0,46.2,False,55.9,0.0,High,70.0,Low,LOW_RISK,67.5,0.22941510696103626,0.0,0,0.10416666666666667,0,0,0.0,66.7911,20.0,0.22941510696103626,4.631578947368421,0.0,4.0,90.2,0.6666666666666666,0.0,71.08275862068966,-3.58275862068966,0.04433497536945813,0.9482758620689655,82.14514106583071,Average,87.2337972166998,0,1,0,0,0,2
26,Male,Navy,Junior,Human Resources,2,Married,4,Bachelor,45,502,4,91.9,2,264,True,12245,90.7,72.2,True,13.0,Good,True,18,0.0,0,12,9.0,2,14,International,22,3,Low,81.5,0,0,38.1,False,77.1,0.0,High,70.4,Low,LOW_RISK,73.0,0.23069318225496285,0.1598797460796939,0,0.0625,2,0,251.0,73.9205,1.2857142857142858,0.23069318225496285,2.776923076923077,1.0,0.0,367.6,0.6,0.5833333333333334,66.66285714285713,6.337142857142865,0.04433497536945813,0.9577464788732395,82.14514106583071,Average,87.2337972166998,0,1,0,0,0,2
21,Female,Navy,Junior,Logistics,6,Married,5,Bachelor,34,868,5,73.9,4,110,True,5576,84.0,82.1,False,5.0,Good,False,14,0.0,2,16,2.33,2,13,International,2,5,Low,77.8,1,0,57.4,True,71.6,0.0,High,38.3,Medium,LOW_RISK,79.7,0.5427474811642219,0.8464817248906141,0,0.2916666666666667,6,0,144.66666666666666,65.352,1.0769230769230769,0.5427474811642219,3.9095238095238094,0.3333333333333333,1.0,369.5,0.4666666666666667,0.18055555555555555,69.540625,10.159374999999997,0.04433497536945813,0.9672131147540983,81.27435897435898,Average,87.2337972166998,0,1,0,0,0,2
18,Male,Army,Junior,Intelligence,2,Divorced,5,Bachelor,28,331,2,89.2,1,307,True,3779,99.3,95.5,False,22.0,Concern,False,13,0.0,0,17,6.5,0,0,Domestic,999,3,Low,79.7,2,0,39.6,False,81.3,0.0,High,67.7,High,LOW_RISK,73.9,0.18167142956248142,0.0,0,0.4166666666666667,2,0,165.5,79.1421,13.0,0.18167142956248142,5.305555555555555,0.0,2.0,178.4,0.43333333333333335,0.0,66.50810810810812,7.391891891891888,0.06393442622950819,0.90625,82.14514106583071,Average,87.2337972166998,1,1,0,0,0,4
29,Female,Army,NCO,Signal,13,Married,3,Associate,20,1171,8,100.0,7,200,True,19187,66.3,63.9,False,22.0,Fair,False,29,2.0,0,1,2.23,4,15,International,11,4,Low,70.4,4,0,43.1,False,65.6,0.0,High,76.8,Low,MEDIUM_RISK,76.3,0.32919298780790557,0.39984965434484737,0,0.5833333333333334,8,0,90.07692307692308,46.675200000000004,1.9333333333333333,0.32919298780790557,2.203448275862069,0.3076923076923077,4.0,800.0,0.9666666666666667,0.09615384615384616,73.964,2.3359999999999985,0.06393442622950819,0.9154929577464789,82.27122302158274,Below Average,84.65279329608938,1,1,0,0,1,4
30,Female,Army,NCO,Military Police,9,Single,4,Bachelor,14,673,6,81.3,6,226,True,9972,92.8,74.2,False,20.0,Excellent,True,23,1.0,0,7,2.56,4,27,Combat,29,4,Moderate,86.2,6,0,51.1,True,81.45,0.0,High,63.3,Medium,LOW_RISK,69.9,0.2849175167382585,0.08921851740926011,0,0.7083333333333334,4,0,74.77777777777777,79.9936,0.8518518518518519,0.2849175167382585,2.4733333333333336,0.4444444444444444,6.0,487.79999999999995,0.7666666666666667,0.25,73.65185185185184,-3.751851851851839,0.06393442622950819,0.9696969696969697,81.72773722627738,Above Average,84.65279329608938,0,1,1,0,0,3
37,Female,Army,NCO,Medical,14,Married,3,Bachelor,28,1198,7,79.3,6,185,True,16756,65.4,65.8,True,30.0,Good,False,16,0.0,0,14,1.14,6,27,International,20,1,Low,66.6,4,0,32.9,False,81.45,0.0,Medium,89.6,High,MEDIUM_RISK,71.0,0.35780119152240514,0.18887560283756183,0,0.4166666666666667,9,0,85.57142857142857,43.556400000000004,0.5925925925925926,0.35780119152240514,1.7783783783783782,0.42857142857142855,4.0,555.1,0.5333333333333333,0.16071428571428573,72.25217391304348,-1.2521739130434781,0.06393442622950819,0.9508196721311475,82.27122302158274,Below Average,84.65279329608938,1,0,1,1,1,4
28,Female,Army,Junior,Military Police,4,Married,2,Bachelor,29,153,2,77.2,3,31,True,2948,79.5,73.6,False,9.0,Excellent,False,11,0.0,0,19,2.75,3,19,Domestic,5,2,Low,74.6,1,0,19.3,False,81.45,0.0,Medium,89.7,Medium,LOW_RISK,81.6,0.8417920874736429,0.6592406302004438,0,0.3958333333333333,4,0,38.25,59.306999999999995,0.5789473684210527,0.8417920874736429,2.6285714285714286,0.75,1.0,154.4,0.36666666666666664,0.3958333333333333,70.96451612903226,10.635483870967732,0.06393442622950819,0.9696969696969697,82.14514106583071,Below Average,87.2337972166998,0,0,0,0,0,0
32,Male,Army,NCO,Logistics,14,Married,0,High School,35,895,5,69.4,5,614,False,11544,91.0,88.4,False,0.0,Good,False,24,0.0,0,6,1.71,5,14,International,25,3,Low,90.2,3,0,64.7,True,96.3,1.0,Low,74.4,Medium,LOW_RISK,75.9,0.03300450831927564,0.12451447144412296,0,0.2708333333333333,9,1,63.92857142857143,82.08200000000001,1.7142857142857142,0.0,2.7625,0.35714285714285715,3.0,347.0,0.8,0.08333333333333333,75.05789473684212,0.8421052631578902,0.06393442622950819,0.9672131147540983,82.27122302158274,Above Average,84.65279329608938,0,0,0,0,0,2
29,Female,Air Force,NCO,Signal,13,Divorced,1,Master,15,743,9,88.4,6,99,True,15045,66.6,62.7,True,10.0,Good,False,16,1.0,0,14,1.23,4,13,International,34,2,Low,82.2,2,0,50.8,True,87.4,0.0,Medium,55.5,Medium,LOW_RISK,81.1,0.5769498103804866,0.05881647164242988,0,0.6875,8,0,57.15384615384615,54.7452,1.2307692307692308,0.5769498103804866,2.1620689655172414,0.3076923076923077,2.0,795.6,0.5333333333333333,0.08333333333333333,73.964,7.135999999999996,0.08021390374331551,0.9154929577464789,82.27122302158274,Average,84.65279329608938,1,0,0,0,0,2
32,Male,Army,Officer,Armor,26,Married,1,Master,31,2000,14,79.3,7,339,True,24627,87.5,63.4,False,7.0,Excellent,True,10,0.0,0,20,0.38,8,12,International,12,5,Low,87.9,6,0,55.3,True,94.2,0.0,Low,77.2,Medium,LOW_RISK,78.1,0.15208231885270754,0.36787944117144233,0,0.3541666666666667,16,0,76.92307692307692,76.91250000000001,0.8333333333333334,0.15208231885270754,1.98125,0.3076923076923077,6.0,1110.2,0.3333333333333333,0.038461538461538464,73.95833333333333,4.141666666666666,0.06393442622950819,0.9142857142857143,81.71122448979591,Above Average,82.6136690647482,0,0,0,0,0,0
35,Female,Air Force,Officer,Logistics,20,Married,2,High School,6,1324,6,78.5,3,266,True,8488,71.2,67.3,True,27.0,Excellent,False,11,0.0,0,19,0.55,7,19,Domestic,28,4,Low,96.3,2,1,58.6,False,85.8,1.0,Low,79.9,High,MEDIUM_RISK,72.9,0.22814411239849924,0.09697196786440505,1,0.875,10,0,66.2,68.5656,0.5789473684210527,0.22814411239849924,1.9228571428571428,0.35,2.0,471.0,0.36666666666666664,0.07916666666666666,76.52000000000001,-3.6200000000000045,0.08021390374331551,0.9672131147540983,81.71122448979591,Above Average,82.6136690647482,0,0,0,0,1,5
26,Female,Army,Junior,Maintenance,6,Single,4,Master,15,380,3,86.9,3,652,False,10127,77.9,79.4,False,10.0,Excellent,False,20,0.0,0,10,3.33,2,18,International,34,4,Low,80.8,1,0,45.3,True,78.3,0.0,High,72.0,Low,LOW_RISK,58.1,0.02672322551487303,0.05881647164242988,0,0.6875,6,1,63.333333333333336,62.943200000000004,1.1111111111111112,0.0,3.053846153846154,0.3333333333333333,1.0,260.70000000000005,0.6666666666666666,0.25,68.79032258064517,-10.690322580645166,0.06393442622950819,0.9344262295081968,81.27435897435898,Average,87.2337972166998,0,1,0,0,0,2
31,Female,Army,Officer,Artillery,17,Married,0,Associate,46,1348,10,87.8,5,350,True,18563,75.9,75.9,False,13.0,Excellent,False,22,0.0,0,8,1.29,7,22,Domestic,6,4,Low,81.1,3,0,67.8,True,81.45,0.0,Low,55.1,High,LOW_RISK,89.4,0.1430666827544082,0.6065306597126334,0,0.041666666666666664,7,0,79.29411764705883,61.554899999999996,1.0,0.1430666827544082,2.448387096774194,0.4117647058823529,3.0,878.0,0.7333333333333333,0.10784313725490197,79.45,9.950000000000003,0.06393442622950819,0.9014084507042254,81.71122448979591,Average,82.6136690647482,0,0,0,0,0,0
27,Female,Army,NCO,Logistics,16,Married,5,Master,14,1479,5,74.0,2,728,False,14906,73.9,70.1,False,11.0,Fair,False,19,2.0,0,11,1.19,6,7,Domestic,19,5,Low,77.1,3,0,44.1,True,72.4,0.0,High,86.9,Low,LOW_RISK,69.6,0.017519434972107315,0.20528965757990927,0,0.7083333333333334,11,1,92.4375,56.97689999999999,2.7142857142857144,0.0,2.596296296296296,0.375,3.0,370.0,0.6333333333333333,0.036458333333333336,75.05789473684212,-5.457894736842121,0.06393442622950819,0.9672131147540983,81.10185185185185,Average,84.65279329608938,0,1,0,0,0,2
29,Female,Army,NCO,Special Forces,15,Married,1,High School,38,1084,7,74.2,5,544,False,10802,69.4,61.3,False,57.0,Excellent,True,20,0.0,0,10,1.33,6,34,International,12,5,Low,74.8,2,0,59.3,False,71.3,0.0,Medium,70.4,Medium,LOW_RISK,66.1,0.04869289161772549,0.36787944117144233,0,0.20833333333333334,10,1,72.26666666666667,51.9112,0.5882352941176471,0.0,2.113793103448276,0.4,2.0,519.4,0.6666666666666666,0.18888888888888888,71.82413793103449,-5.724137931034491,0.06393442622950819,0.9620253164556962,82.27122302158274,Below Average,84.65279329608938,1,0,1,0,1,3
19,Female,Army,Junior,Special Forces,2,Single,5,High School,46,383,0,73.8,3,457,False,4612,100.0,81.9,False,4.0,Excellent,False,13,0.0,0,17,6.5,0,0,Domestic,999,3,Low,71.3,2,0,26.1,False,79.6,0.0,High,62.0,Medium,LOW_RISK,58.5,0.07895407782477427,0.0,0,0.041666666666666664,2,1,191.5,71.3,13.0,0.0,4.310526315789474,0.0,2.0,0.0,0.43333333333333335,0.0,70.16279069767442,-11.662790697674424,0.06393442622950819,0.9620253164556962,82.14514106583071,Below Average,87.2337972166998,0,1,0,0,0,2
40,Male,Air Force,Officer,Special Forces,28,Single,5,Associate,9,2000,12,100.0,8,88,True,22591,81.6,70.6,False,10.0,Excellent,False,11,1.0,0,19,0.39,8,6,International,13,3,Low,84.0,1,0,72.5,True,83.4,3.0,Medium,73.1,Medium,MEDIUM_RISK,81.0,0.613307468482495,0.3384654251067422,1,0.8125,18,0,71.42857142857143,68.544,1.8333333333333333,0.613307468482495,1.765,0.2857142857142857,1.0,1200.0,0.36666666666666664,0.017857142857142856,74.01428571428572,6.98571428571428,0.08021390374331551,0.9620253164556962,81.71122448979591,Above Average,82.6136690647482,0,0,0,0,0,5
39,Female,Army,NCO,Aviation,9,Married,1,Associate,27,506,2,94.8,2,63,True,2520,71.3,86.1,False,1.0,Fair,False,16,1.0,0,14,1.78,3,9,Combat,17,2,High,83.6,2,0,56.6,True,86.6,0.0,Low,70.4,Medium,LOW_RISK,79.6,0.7046880897187134,0.2425210746356487,0,0.4375,4,0,56.22222222222222,59.60679999999999,1.7777777777777777,0.7046880897187134,2.2076923076923074,0.3333333333333333,2.0,189.6,0.5333333333333333,0.08333333333333333,70.88181818181819,8.718181818181804,0.06393442622950819,0.9666666666666667,81.72773722627738,Above Average,84.65279329608938,0,0,0,0,0,0
34,Female,Air Force,NCO,Infantry,11,Single,3,Bachelor,10,1105,2,87.1,1,387,False,4896,79.6,61.5,False,7.0,Good,False,14,0.0,0,16,1.27,5,16,International,12,2,Low,84.9,2,0,57.2,True,68.0,2.0,High,32.3,High,HIGH_RISK,63.8,0.11648415777349697,0.36787944117144233,1,0.7916666666666666,6,1,100.45454545454545,67.5804,0.875,0.0,1.8088235294117647,0.45454545454545453,2.0,174.2,0.4666666666666667,0.12121212121212122,70.7,-6.900000000000006,0.08021390374331551,0.9142857142857143,82.27122302158274,Above Average,84.65279329608938,0,1,0,0,0,7
37,Male,Air Force,NCO,Intelligence,13,Single,5,Master,28,983,2,76.2,3,459,False,6643,84.7,80.7,False,3.0,Excellent,True,8,0.0,0,22,0.62,3,26,International,3,1,Low,82.1,3,0,58.2,True,64.6,0.0,High,39.5,Medium,LOW_RISK,60.8,0.07808166600115317,0.7788007830714049,0,0.4166666666666667,8,1,75.61538461538461,69.5387,0.3076923076923077,0.0,2.1810810810810812,0.23076923076923078,3.0,152.4,0.26666666666666666,0.16666666666666666,70.73809523809524,-9.938095238095244,0.08021390374331551,0.90625,82.27122302158274,Average,84.65279329608938,0,1,1,0,0,3
39,Female,Air Force,Officer,Signal,8,Single,0,Bachelor,5,540,9,77.4,4,586,False,20041,79.9,57.1,False,5.0,Good,False,15,0.0,0,15,1.88,2,20,International,24,1,Low,88.1,3,0,74.0,True,78.7,2.0,Low,75.2,Medium,HIGH_RISK,60.6,0.03855939282684455,0.1353352832366127,1,0.8958333333333334,0,1,67.5,70.39189999999999,0.75,0.0,1.4641025641025642,0.25,3.0,696.6,0.5,0.20833333333333334,74.64999999999999,-14.04999999999999,0.08021390374331551,0.9154929577464789,85.33684210526316,Above Average,82.6136690647482,0,0,0,0,0,5
38,Female,Army,Officer,Artillery,26,Married,0,Associate,29,2000,9,83.6,7,636,False,16311,71.3,81.4,False,4.0,Good,True,20,0.0,0,10,0.77,7,3,Domestic,8,5,Low,79.9,4,0,70.4,True,96.3,0.0,Low,64.0,High,LOW_RISK,66.7,0.029207395438494873,0.513417119032592,0,0.3958333333333333,16,1,76.92307692307692,56.9687,6.666666666666667,0.0,2.142105263157895,0.2692307692307692,4.0,752.4,0.6666666666666666,0.009615384615384616,79.45,-12.75,0.06393442622950819,0.9014084507042254,81.71122448979591,Average,82.6136690647482,0,0,0,0,0,0
47,Male,Army,Officer,Logistics,19,Married,0,High School,3,1519,11,100.0,5,269,True,19305,72.3,62.6,False,1.0,Good,False,12,0.0,0,18,0.63,5,19,Combat,26,5,Low,78.2,4,1,63.6,False,98.3,0.0,Low,78.4,Low,MEDIUM_RISK,70.4,0.22437322190139458,0.11455884399268773,1,0.9375,9,0,79.94736842105263,56.538599999999995,0.631578947368421,0.22437322190139458,1.3319148936170213,0.2631578947368421,4.0,1100.0,0.4,0.08333333333333333,76.52000000000001,-6.1200000000000045,0.06393442622950819,0.9672131147540983,81.71122448979591,Average,82.6136690647482,0,0,0,0,1,3
30,Male,Air Force,NCO,Signal,15,Married,1,Associate,24,1117,8,82.9,6,633,False,18875,98.3,76.4,False,6.0,Good,False,26,0.0,0,4,1.73,4,28,Domestic,8,4,Low,77.5,0,0,31.4,True,87.3,0.0,Low,86.6,Medium,LOW_RISK,79.5,0.02969826457595639,0.513417119032592,0,0.5,10,1,74.46666666666667,76.1825,0.9285714285714286,0.0,2.546666666666667,0.26666666666666666,0.0,663.2,0.8666666666666667,0.15555555555555556,73.964,5.536000000000001,0.08021390374331551,0.9154929577464789,82.27122302158274,Average,84.65279329608938,0,0,1,0,0,1
26,Male,Air Force,Junior,Human Resources,0,Single,2,Bachelor,28,0,4,85.1,5,346,True,4967,73.6,74.8,False,52.0,Excellent,True,6,1.0,0,24,6.0,1,24,International,32,4,Low,67.8,3,0,44.0,False,81.45,0.0,Medium,77.0,Medium,LOW_RISK,68.9,0.14628153060567697,0.06948345122280154,0,0.4166666666666667,0,0,0.0,49.90079999999999,0.25,0.14628153060567697,2.876923076923077,1.0,3.0,340.4,0.2,2.0,66.66285714285713,2.237142857142871,0.08021390374331551,0.9577464788732395,82.14514106583071,Average,87.2337972166998,1,0,0,1,0,3
26,Male,Navy,Junior,Intelligence,3,Single,4,High School,45,90,3,60.0,4,724,False,9009,67.6,30.4,False,11.0,Fair,False,9,4.0,0,21,3.0,2,20,Domestic,32,4,Low,88.2,8,0,48.9,False,92.5,0.0,High,57.1,Medium,LOW_RISK,61.8,0.01791311375735046,0.06948345122280154,0,0.0625,3,1,30.0,59.6232,0.45,0.0,1.169230769230769,0.6666666666666666,8.0,180.0,0.3,0.5555555555555556,66.50810810810812,-4.708108108108121,0.04433497536945813,0.90625,82.14514106583071,Above Average,87.2337972166998,1,1,0,0,0,4
26,Male,Army,Junior,Aviation,6,Married,5,Associate,31,508,1,82.6,3,660,False,2462,83.7,59.1,False,13.0,Good,True,11,1.0,0,19,1.83,2,30,Domestic,1,3,Low,76.4,1,0,38.4,True,89.0,0.0,High,78.2,Low,LOW_RISK,61.1,0.025561533206507402,0.9200444146293233,0,0.3541666666666667,6,1,84.66666666666667,63.9468,0.36666666666666664,0.0,2.273076923076923,0.3333333333333333,1.0,82.6,0.36666666666666664,0.4166666666666667,70.48823529411764,-9.388235294117642,0.06393442622950819,0.9666666666666667,81.27435897435898,Average,87.2337972166998,0,1,1,0,0,3
26,Female,Army,Junior,Intelligence,2,Married,2,Bachelor,38,128,1,66.1,1,78,True,3897,68.3,73.2,False,24.0,Good,False,21,0.0,0,9,10.5,1,23,Domestic,3,5,Low,69.9,4,0,45.7,False,88.4,0.0,Medium,62.2,High,LOW_RISK,70.4,0.6483443410015097,0.7788007830714049,0,0.20833333333333334,2,0,64.0,47.7417,0.9130434782608695,0.6483443410015097,2.8153846153846156,0.5,4.0,66.1,0.7,0.9583333333333334,66.50810810810812,3.8918918918918877,0.06393442622950819,0.90625,82.14514106583071,Below Average,87.2337972166998,1,0,0,1,0,3
22,Male,Navy,Junior,Aviation,7,Married,0,Master,26,665,3,75.1,3,365,True,4458,79.7,91.0,False,4.0,Excellent,False,16,1.0,0,14,2.29,2,35,International,1,3,Low,77.1,4,0,50.9,True,65.6,0.0,Low,70.4,Medium,LOW_RISK,73.2,0.1316277023877386,0.9200444146293233,0,0.4583333333333333,7,0,95.0,61.4487,0.45714285714285713,0.1316277023877386,4.136363636363637,0.2857142857142857,4.0,225.29999999999998,0.5333333333333333,0.4166666666666667,70.48823529411764,2.7117647058823593,0.04433497536945813,0.9666666666666667,81.27435897435898,Average,87.2337972166998,0,0,1,0,0,1
39,Male,Army,Officer,Intelligence,8,Single,5,High School,36,650,14,80.5,8,14,True,31585,71.2,76.6,True,3.0,Fair,False,9,1.0,0,21,1.12,4,32,Domestic,15,4,Low,77.1,4,0,59.2,True,79.1,0.0,High,91.0,High,LOW_RISK,84.0,0.925169997034202,0.2865047968601901,0,0.25,0,0,81.25,54.895199999999996,0.28125,0.925169997034202,1.964102564102564,0.5,4.0,1127.0,0.3,0.3333333333333333,83.56666666666666,0.4333333333333371,0.06393442622950819,0.90625,85.33684210526316,Below Average,82.6136690647482,0,1,1,0,0,3
26,Female,Air Force,NCO,Medical,15,Single,1,High School,42,1215,9,77.0,7,136,True,17778,75.2,74.7,False,2.0,Good,False,2,2.0,0,28,0.13,6,10,Domestic,20,3,Low,92.8,8,0,58.2,True,89.6,0.0,Medium,81.4,High,LOW_RISK,78.8,0.46974957024142655,0.18887560283756183,0,0.125,10,0,81.0,69.7856,0.2,0.46974957024142655,2.873076923076923,0.4,8.0,693.0,0.06666666666666667,0.05555555555555555,72.25217391304348,6.547826086956519,0.08021390374331551,0.9508196721311475,82.27122302158274,Above Average,84.65279329608938,0,0,0,0,0,0
21,Male,Army,Junior,Engineer,5,Single,4,Bachelor,13,519,3,73.6,1,304,True,4730,89.8,100.0,False,15.0,Excellent,False,7,1.0,0,23,1.4,3,32,International,3,5,Low,79.7,2,0,47.0,True,85.6,0.0,High,61.7,Low,LOW_RISK,75.3,0.1847246596294528,0.7788007830714049,0,0.7291666666666666,5,0,103.8,71.5706,0.21875,0.1847246596294528,4.761904761904762,0.6,2.0,220.79999999999998,0.23333333333333334,0.5333333333333333,71.08275862068966,4.217241379310337,0.06393442622950819,0.9482758620689655,82.14514106583071,Average,87.2337972166998,0,1,1,0,0,3
